,home_team,away_team,home_team_id,away_team_id,home_points,away_points,regular_season,season
5290,Columbus Blue Jackets,Tampa Bay Lightning,25,16,7,3,0,3
5291,Vegas Golden Knights,San Jose Sharks,30,6,5,0,0,3
5292,Toronto Maple Leafs,Boston Bruins,5,7,4,6,0,3
5293,Colorado Avalanche,Calgary Flames,13,12,3,2,0,3
5294,Dallas Stars,Nashville Predators,8,20,5,1,0,3
5295,Winnipeg Jets,St Louis Blues,28,3,2,3,0,3
5296,Carolina Hurricanes,Washington Capitals,10,2,2,1,0,3
5297,San Jose Sharks,Vegas Golden Knights,6,30,5,2,0,3
5298,Calgary Flames,Colorado Avalanche,12,13,1,5,0,3
5299,Boston Bruins,Toronto Maple Leafs,7,5,1,2,0,3
5300,Washington Capitals,Carolina Hurricanes,2,10,6,0,0,3
5301,St Louis Blues,Winnipeg Jets,3,28,3,2,0,3
5302,Nashville Predators,Dallas Stars,20,8,3,5,0,3
5303,Toronto Maple Leafs,Boston Bruins,5,7,2,4,0,3
5304,Vegas Golden Knights,San Jose Sharks,30,6,1,2,0,3
5305,Carolina Hurricanes,Washington Capitals,10,2,5,2,0,3
5306,Dallas Stars,Nashville Predators,8,20,2,1,0,3
5307,San Jose Sharks,Vegas Golden Knights,6,30,5,4,0,3
5308,Boston Bruins,Toronto Maple Leafs,7,5,5,1,0,3
5309,Washington Capitals,Carolina Hurricanes,2,10,3,4,0,3
5310,Boston Bruins,Columbus Blue Jackets,7,25,3,2,0,3
5311,St Louis Blues,Dallas Stars,3,8,3,2,0,3
5312,San Jose Sharks,Colorado Avalanche,6,13,5,2,0,3
5313,New York Islanders,Carolina Hurricanes,23,10,0,1,0,3
5314,Boston Bruins,Columbus Blue Jackets,7,25,2,3,0,3
5315,St Louis Blues,Dallas Stars,3,8,2,4,0,3
5316,San Jose Sharks,Colorado Avalanche,6,13,3,4,0,3
5317,New York Islanders,Carolina Hurricanes,23,10,1,2,0,3
5318,Dallas Stars,St Louis Blues,8,3,3,4,0,3
5319,Columbus Blue Jackets,Boston Bruins,25,7,2,1,0,3
5320,Colorado Avalanche,San Jose Sharks,13,6,2,4,0,3
5321,Dallas Stars,St Louis Blues,8,3,4,2,0,3
5322,Carolina Hurricanes,New York Islanders,10,23,5,2,0,3
5323,Columbus Blue Jackets,Boston Bruins,25,7,1,4,0,3
5324,Colorado Avalanche,San Jose Sharks,13,6,3,0,0,3
5325,Carolina Hurricanes,New York Islanders,10,23,5,2,0,3
5326,St Louis Blues,Dallas Stars,3,8,1,2,0,3
5327,San Jose Sharks,Colorado Avalanche,6,13,2,1,0,3
5328,Boston Bruins,Columbus Blue Jackets,7,25,4,3,0,3
5329,Dallas Stars,St Louis Blues,8,3,1,4,0,3
5330,Columbus Blue Jackets,Boston Bruins,25,7,0,3,0,3
5331,Colorado Avalanche,San Jose Sharks,13,6,4,3,0,3
5332,St Louis Blues,Dallas Stars,3,8,2,1,0,3
5333,San Jose Sharks,Colorado Avalanche,6,13,3,2,0,3
5334,Boston Bruins,Carolina Hurricanes,7,10,5,2,0,3
5335,San Jose Sharks,St Louis Blues,6,3,6,3,0,3
5336,Boston Bruins,Carolina Hurricanes,7,10,6,2,0,3
5337,San Jose Sharks,St Louis Blues,6,3,2,4,0,3
5338,Carolina Hurricanes,Boston Bruins,10,7,1,2,0,3
5339,St Louis Blues,San Jose Sharks,3,6,4,5,0,3
5340,Carolina Hurricanes,Boston Bruins,10,7,0,4,0,3
5341,St Louis Blues,San Jose Sharks,3,6,2,1,0,3
5342,San Jose Sharks,St Louis Blues,6,3,0,5,0,3
5343,St Louis Blues,San Jose Sharks,3,6,5,1,0,3
5344,Boston Bruins,St Louis Blues,7,3,4,2,0,3
5345,Boston Bruins,St Louis Blues,7,3,2,3,0,3
5346,St Louis Blues,Boston Bruins,3,7,2,7,0,3
5347,St Louis Blues,Boston Bruins,3,7,4,2,0,3
5348,Boston Bruins,St Louis Blues,7,3,1,2,0,3
5349,St Louis Blues,Boston Bruins,3,7,1,5,0,3
5350,Boston Bruins,St Louis Blues,7,3,1,4,0,3
5351,Edmonton Oilers,Vancouver Canucks,1,0,3,2,1,4
5352,St Louis Blues,Washington Capitals,3,2,2,3,1,4
5353,Toronto Maple Leafs,Ottawa Senators,5,4,5,3,1,4
5354,Vegas Golden Knights,San Jose Sharks,30,6,4,1,1,4
5355,Dallas Stars,Boston Bruins,8,7,1,2,1,4
5356,Carolina Hurricanes,Montreal Canadiens,10,9,3,3,1,4
5357,Anaheim Ducks,Arizona Coyotes,11,29,2,1,1,4
5358,Colorado Avalanche,Calgary Flames,13,12,5,3,1,4
5359,New York Rangers,Winnipeg Jets,14,28,6,4,1,4
5360,Tampa Bay Lightning,Florida Panthers,16,15,5,2,1,4
5361,Pittsburgh Penguins,Buffalo Sabres,18,17,1,3,1,4
5362,Nashville Predators,Minnesota Wild,20,19,5,2,1,4
5363,Philadelphia Flyers,Chicago Blackhawks,22,21,4,3,1,4
5364,New York Islanders,Washington Capitals,23,2,1,2,1,4
5365,San Jose Sharks,Vegas Golden Knights,6,30,1,5,1,4
5366,New Jersey Devils,Winnipeg Jets,24,28,4,4,1,4
5367,Columbus Blue Jackets,Toronto Maple Leafs,25,5,1,4,1,4
5368,Pittsburgh Penguins,Columbus Blue Jackets,18,25,7,2,1,4
5369,Arizona Coyotes,Boston Bruins,29,7,0,1,1,4
5370,Toronto Maple Leafs,Montreal Canadiens,5,9,5,5,1,4
5371,Calgary Flames,Vancouver Canucks,12,0,3,0,1,4
5372,Buffalo Sabres,New Jersey Devils,17,24,7,2,1,4
5373,Washington Capitals,Carolina Hurricanes,2,10,2,3,1,4
5374,Edmonton Oilers,Los Angeles Kings,1,26,6,5,1,4
5375,Florida Panthers,Tampa Bay Lightning,15,16,4,3,1,4
5376,Ottawa Senators,New York Rangers,4,14,1,4,1,4
5377,Nashville Predators,Detroit Red Wings,20,27,3,5,1,4
5378,Anaheim Ducks,San Jose Sharks,11,6,3,1,1,4
5379,St Louis Blues,Dallas Stars,3,8,3,2,1,4
5380,Colorado Avalanche,Minnesota Wild,13,19,4,2,1,4
5381,New York Islanders,Winnipeg Jets,23,28,4,1,1,4
5382,Carolina Hurricanes,Tampa Bay Lightning,10,16,4,3,1,4
5383,Detroit Red Wings,Dallas Stars,27,8,4,3,1,4
5384,Toronto Maple Leafs,St Louis Blues,5,3,2,3,1,4
5385,Columbus Blue Jackets,Buffalo Sabres,25,17,4,3,1,4
5386,Vegas Golden Knights,Boston Bruins,30,7,3,4,1,4
5387,Detroit Red Wings,Anaheim Ducks,27,11,1,3,1,4
5388,Florida Panthers,Carolina Hurricanes,15,10,3,6,1,4
5389,Pittsburgh Penguins,Winnipeg Jets,18,28,1,4,1,4
5390,Calgary Flames,Los Angeles Kings,12,26,3,4,1,4
5391,New York Islanders,Edmonton Oilers,23,1,2,5,1,4
5392,Nashville Predators,San Jose Sharks,20,6,5,2,1,4
5393,Washington Capitals,Dallas Stars,2,8,3,4,1,4
5394,Buffalo Sabres,Montreal Canadiens,17,9,5,4,1,4
5395,Philadelphia Flyers,New Jersey Devils,22,24,4,0,1,4
5396,Vancouver Canucks,Los Angeles Kings,0,26,8,2,1,4
5397,Ottawa Senators,St Louis Blues,4,3,4,6,1,4
5398,Colorado Avalanche,Boston Bruins,13,7,4,2,1,4
5399,Nashville Predators,Washington Capitals,20,2,6,5,1,4
5400,Pittsburgh Penguins,Anaheim Ducks,18,11,2,1,1,4
5401,Dallas Stars,Calgary Flames,8,12,2,2,1,4
5402,Arizona Coyotes,Vegas Golden Knights,29,30,4,1,1,4
5403,Toronto Maple Leafs,Tampa Bay Lightning,5,16,3,7,1,4
5404,New Jersey Devils,Edmonton Oilers,24,1,3,3,1,4
5405,Montreal Canadiens,Detroit Red Wings,9,27,2,4,1,4
5406,Chicago Blackhawks,San Jose Sharks,21,6,4,5,1,4
5407,Winnipeg Jets,Minnesota Wild,28,19,5,2,1,4
5408,Columbus Blue Jackets,Anaheim Ducks,25,11,1,2,1,4
5409,Carolina Hurricanes,New York Islanders,10,23,5,2,1,4
5410,Buffalo Sabres,Florida Panthers,17,15,2,2,1,4
5411,Carolina Hurricanes,Columbus Blue Jackets,10,25,2,3,1,4
5412,Montreal Canadiens,St Louis Blues,9,3,6,3,1,4
5413,Dallas Stars,Washington Capitals,8,2,1,4,1,4
5414,Colorado Avalanche,Arizona Coyotes,13,29,3,2,1,4
5415,Boston Bruins,New Jersey Devils,7,24,3,0,1,4
5416,Vegas Golden Knights,Calgary Flames,30,12,6,2,1,4
5417,Vancouver Canucks,Philadelphia Flyers,0,22,2,2,1,4
5418,Chicago Blackhawks,Winnipeg Jets,21,28,2,3,1,4
5419,Ottawa Senators,Tampa Bay Lightning,4,16,4,2,1,4
5420,Detroit Red Wings,Toronto Maple Leafs,27,5,2,5,1,4
5421,New York Rangers,Edmonton Oilers,14,1,1,4,1,4
5422,New York Islanders,Florida Panthers,23,15,2,2,1,4
5423,Minnesota Wild,Pittsburgh Penguins,19,18,4,7,1,4
5424,Los Angeles Kings,Nashville Predators,26,20,7,4,1,4
5425,San Jose Sharks,Calgary Flames,6,12,3,1,1,4
5426,Los Angeles Kings,Vegas Golden Knights,26,30,2,5,1,4
5427,Winnipeg Jets,Pittsburgh Penguins,28,18,2,7,1,4
5428,Washington Capitals,Colorado Avalanche,2,13,3,6,1,4
5429,New York Islanders,St Louis Blues,23,3,3,2,1,4
5430,Boston Bruins,Anaheim Ducks,7,11,4,2,1,4
5431,Chicago Blackhawks,Edmonton Oilers,21,1,3,1,1,4
5432,New Jersey Devils,Florida Panthers,24,15,4,6,1,4
5433,Buffalo Sabres,Dallas Stars,17,8,4,0,1,4
5434,Ottawa Senators,Minnesota Wild,4,19,0,2,1,4
5435,Winnipeg Jets,Arizona Coyotes,28,29,2,4,1,4
5436,Calgary Flames,Philadelphia Flyers,12,22,3,1,1,4
5437,Los Angeles Kings,Carolina Hurricanes,26,10,0,2,1,4
5438,Montreal Canadiens,Tampa Bay Lightning,9,16,1,3,1,4
5439,Vegas Golden Knights,Nashville Predators,30,20,2,5,1,4
5440,Vancouver Canucks,Detroit Red Wings,0,27,5,1,1,4
5441,Toronto Maple Leafs,Minnesota Wild,5,19,4,2,1,4
5442,Pittsburgh Penguins,Colorado Avalanche,18,13,3,2,1,4
5443,Edmonton Oilers,Philadelphia Flyers,1,22,6,3,1,4
5444,San Jose Sharks,Carolina Hurricanes,6,10,5,2,1,4
5445,Washington Capitals,Toronto Maple Leafs,2,5,4,3,1,4
5446,Anaheim Ducks,Buffalo Sabres,11,17,5,2,1,4
5447,Columbus Blue Jackets,Dallas Stars,25,8,3,2,1,4
5448,St Louis Blues,Vancouver Canucks,3,0,3,3,1,4
5449,Winnipeg Jets,New York Islanders,28,23,1,3,1,4
5450,Boston Bruins,Tampa Bay Lightning,7,16,3,3,1,4
5451,Arizona Coyotes,Nashville Predators,29,20,5,2,1,4
5452,New Jersey Devils,New York Rangers,24,14,5,2,1,4
5453,Calgary Flames,Detroit Red Wings,12,27,5,1,1,4
5454,Los Angeles Kings,Buffalo Sabres,26,17,0,3,1,4
5455,Vegas Golden Knights,Ottawa Senators,30,4,2,2,1,4
5456,Montreal Canadiens,Minnesota Wild,9,19,4,0,1,4
5457,Florida Panthers,Colorado Avalanche,15,13,4,5,1,4
5458,Chicago Blackhawks,Columbus Blue Jackets,21,25,3,2,1,4
5459,Anaheim Ducks,Carolina Hurricanes,11,10,4,2,1,4
5460,Washington Capitals,New York Rangers,2,14,5,2,1,4
5461,Edmonton Oilers,Detroit Red Wings,1,27,2,1,1,4
5462,Pittsburgh Penguins,Dallas Stars,18,8,4,2,1,4
5463,Tampa Bay Lightning,Colorado Avalanche,16,13,2,6,1,4
5464,Toronto Maple Leafs,Boston Bruins,5,7,4,3,1,4
5465,St Louis Blues,Montreal Canadiens,3,9,2,5,1,4
5466,New Jersey Devils,Vancouver Canucks,24,0,1,0,1,4
5467,Los Angeles Kings,Calgary Flames,26,12,4,1,1,4
5468,Pittsburgh Penguins,Vegas Golden Knights,18,30,0,3,1,4
5469,Columbus Blue Jackets,New York Islanders,25,23,2,3,1,4
5470,Nashville Predators,Florida Panthers,20,15,2,2,1,4
5471,San Jose Sharks,Buffalo Sabres,6,17,3,4,1,4
5472,Arizona Coyotes,Ottawa Senators,29,4,5,2,1,4
5473,Philadelphia Flyers,Dallas Stars,22,8,1,4,1,4
5474,Minnesota Wild,Montreal Canadiens,19,9,4,3,1,4
5475,New York Rangers,Vancouver Canucks,14,0,2,3,1,4
5476,Chicago Blackhawks,Washington Capitals,21,2,3,5,1,4
5477,Anaheim Ducks,Calgary Flames,11,12,1,2,1,4
5478,Winnipeg Jets,Edmonton Oilers,28,1,0,0,1,4
5479,St Louis Blues,Colorado Avalanche,3,13,3,1,1,4
5480,Toronto Maple Leafs,Columbus Blue Jackets,5,25,3,4,1,4
5481,Philadelphia Flyers,Vegas Golden Knights,22,30,6,2,1,4
5482,Dallas Stars,Ottawa Senators,8,4,2,1,1,4
5483,Detroit Red Wings,Vancouver Canucks,27,0,2,5,1,4
5484,Calgary Flames,Washington Capitals,12,2,3,5,1,4
5485,New York Rangers,Arizona Coyotes,14,29,2,3,1,4
5486,Nashville Predators,Anaheim Ducks,20,11,6,1,1,4
5487,Chicago Blackhawks,Vegas Golden Knights,21,30,1,1,1,4
5488,Winnipeg Jets,Los Angeles Kings,28,26,2,3,1,4
5489,Boston Bruins,Toronto Maple Leafs,7,5,4,2,1,4
5490,Minnesota Wild,Edmonton Oilers,19,1,3,0,1,4
5491,Florida Panthers,Pittsburgh Penguins,15,18,4,2,1,4
5492,Buffalo Sabres,San Jose Sharks,17,6,4,3,1,4
5493,Tampa Bay Lightning,Pittsburgh Penguins,16,18,3,2,1,4
5494,Ottawa Senators,Detroit Red Wings,4,27,5,2,1,4
5495,Edmonton Oilers,Washington Capitals,1,2,4,3,1,4
5496,New York Islanders,Arizona Coyotes,23,29,4,2,1,4
5497,Dallas Stars,Anaheim Ducks,8,11,2,1,1,4
5498,Chicago Blackhawks,Philadelphia Flyers,21,22,1,4,1,4
5499,Columbus Blue Jackets,Carolina Hurricanes,25,10,4,3,1,4
5500,St Louis Blues,Los Angeles Kings,3,26,5,2,1,4
5501,Calgary Flames,Florida Panthers,12,15,5,5,1,4
5502,New York Rangers,Buffalo Sabres,14,17,6,2,1,4
5503,Montreal Canadiens,San Jose Sharks,9,6,2,4,1,4
5504,Nashville Predators,Minnesota Wild,20,19,4,0,1,4
5505,Vegas Golden Knights,Colorado Avalanche,30,13,1,6,1,4
5506,Vancouver Canucks,Washington Capitals,0,2,5,5,1,4
5507,New Jersey Devils,Arizona Coyotes,24,29,3,5,1,4
5508,Ottawa Senators,New York Islanders,4,23,2,4,1,4
5509,Detroit Red Wings,Buffalo Sabres,27,17,0,2,1,4
5510,Toronto Maple Leafs,San Jose Sharks,5,6,4,1,1,4
5511,Carolina Hurricanes,Chicago Blackhawks,10,21,4,0,1,4
5512,Philadelphia Flyers,Columbus Blue Jackets,22,25,7,4,1,4
5513,Boston Bruins,St Louis Blues,7,3,3,0,1,4
5514,Colorado Avalanche,Anaheim Ducks,13,11,2,5,1,4
5515,Winnipeg Jets,Calgary Flames,28,12,2,1,1,4
5516,Minnesota Wild,Los Angeles Kings,19,26,5,1,1,4
5517,Montreal Canadiens,Toronto Maple Leafs,9,5,5,2,1,4
5518,Dallas Stars,Pittsburgh Penguins,8,18,0,3,1,4
5519,Tampa Bay Lightning,Nashville Predators,16,20,2,3,1,4
5520,Detroit Red Wings,St Louis Blues,27,3,4,5,1,4
5521,New York Rangers,Boston Bruins,14,7,4,7,1,4
5522,Vegas Golden Knights,Anaheim Ducks,30,11,5,2,1,4
5523,New York Islanders,Philadelphia Flyers,23,22,5,3,1,4
5524,Chicago Blackhawks,Los Angeles Kings,21,26,5,1,1,4
5525,Edmonton Oilers,Florida Panthers,1,15,2,6,1,4
5526,Ottawa Senators,San Jose Sharks,4,6,5,2,1,4
5527,Buffalo Sabres,Arizona Coyotes,17,29,2,2,1,4
5528,Vancouver Canucks,Florida Panthers,0,15,7,2,1,4
5529,Nashville Predators,Chicago Blackhawks,20,21,3,0,1,4
5530,Toronto Maple Leafs,Washington Capitals,5,2,3,4,1,4
5531,Carolina Hurricanes,Calgary Flames,10,12,2,1,1,4
5532,Pittsburgh Penguins,Philadelphia Flyers,18,22,7,1,1,4
5533,Anaheim Ducks,Winnipeg Jets,11,28,7,4,1,4
5534,New York Rangers,Tampa Bay Lightning,14,16,4,1,1,4
5535,Detroit Red Wings,Edmonton Oilers,27,1,3,1,1,4
5536,Boston Bruins,San Jose Sharks,7,6,5,1,1,4
5537,Dallas Stars,Minnesota Wild,8,19,6,3,1,4
5538,Arizona Coyotes,Montreal Canadiens,29,9,1,4,1,4
5539,Los Angeles Kings,Vancouver Canucks,26,0,3,5,1,4
5540,New Jersey Devils,Tampa Bay Lightning,24,16,6,7,1,4
5541,Columbus Blue Jackets,Edmonton Oilers,25,1,1,4,1,4
5542,Colorado Avalanche,Florida Panthers,13,15,3,4,1,4
5543,St Louis Blues,Minnesota Wild,3,19,2,1,1,4
5544,Vegas Golden Knights,Montreal Canadiens,30,9,4,5,1,4
5545,Nashville Predators,Calgary Flames,20,12,5,6,1,4
5546,St Louis Blues,Columbus Blue Jackets,3,25,4,3,1,4
5547,Anaheim Ducks,Vancouver Canucks,11,0,2,1,1,4
5548,New Jersey Devils,Philadelphia Flyers,24,22,3,3,1,4
5549,San Jose Sharks,Winnipeg Jets,6,28,2,3,1,4
5550,New York Islanders,Tampa Bay Lightning,23,16,5,2,1,4
5551,Carolina Hurricanes,Detroit Red Wings,10,27,7,3,1,4
5552,Washington Capitals,Buffalo Sabres,2,17,6,1,1,4
5553,Colorado Avalanche,Dallas Stars,13,8,1,2,1,4
5554,Arizona Coyotes,Colorado Avalanche,29,13,3,0,1,4
5555,Los Angeles Kings,Chicago Blackhawks,26,21,4,3,1,4
5556,Minnesota Wild,St Louis Blues,19,3,3,4,1,4
5557,Dallas Stars,Montreal Canadiens,8,9,4,1,1,4
5558,San Jose Sharks,Vancouver Canucks,6,0,2,5,1,4
5559,Carolina Hurricanes,New Jersey Devils,10,24,3,5,1,4
5560,Columbus Blue Jackets,Calgary Flames,25,12,0,3,1,4
5561,Buffalo Sabres,New York Islanders,17,23,0,1,1,4
5562,Vegas Golden Knights,Winnipeg Jets,30,28,3,4,1,4
5563,Philadelphia Flyers,Toronto Maple Leafs,22,5,3,3,1,4
5564,Pittsburgh Penguins,Edmonton Oilers,18,1,1,2,1,4
5565,Nashville Predators,New York Rangers,20,14,1,2,1,4
5566,Florida Panthers,Detroit Red Wings,15,27,4,0,1,4
5567,Boston Bruins,Ottawa Senators,7,4,5,2,1,4
5568,Anaheim Ducks,Chicago Blackhawks,11,21,2,3,1,4
5569,Washington Capitals,Calgary Flames,2,12,4,2,1,4
5570,Edmonton Oilers,Arizona Coyotes,1,29,2,3,1,4
5571,Boston Bruins,Pittsburgh Penguins,7,18,6,4,1,4
5572,Detroit Red Wings,Nashville Predators,27,20,1,6,1,4
5573,New York Rangers,Ottawa Senators,14,4,2,6,1,4
5574,Dallas Stars,Colorado Avalanche,8,13,4,1,1,4
5575,San Jose Sharks,Chicago Blackhawks,6,21,4,2,1,4
5576,Vancouver Canucks,St Louis Blues,0,3,1,2,1,4
5577,Montreal Canadiens,Boston Bruins,9,7,5,4,1,4
5578,Calgary Flames,Arizona Coyotes,12,29,4,3,1,4
5579,Winnipeg Jets,New Jersey Devils,28,24,1,1,1,4
5580,Columbus Blue Jackets,Vegas Golden Knights,25,30,1,2,1,4
5581,Philadelphia Flyers,Carolina Hurricanes,22,10,4,1,1,4
5582,Toronto Maple Leafs,Los Angeles Kings,5,26,3,1,1,4
5583,New York Islanders,Ottawa Senators,23,4,4,1,1,4
5584,Anaheim Ducks,Minnesota Wild,11,19,2,4,1,4
5585,Edmonton Oilers,St Louis Blues,1,3,2,5,1,4
5586,New York Rangers,Detroit Red Wings,14,27,5,1,1,4
5587,Arizona Coyotes,Columbus Blue Jackets,29,25,2,3,1,4
5588,Philadelphia Flyers,Montreal Canadiens,22,9,3,2,1,4
5589,Chicago Blackhawks,Vancouver Canucks,21,0,5,2,1,4
5590,Florida Panthers,Washington Capitals,15,2,4,5,1,4
5591,Calgary Flames,New Jersey Devils,12,24,5,2,1,4
5592,Toronto Maple Leafs,Vegas Golden Knights,5,30,2,1,1,4
5593,Ottawa Senators,Los Angeles Kings,4,26,3,2,1,4
5594,New York Islanders,Pittsburgh Penguins,23,18,3,4,1,4
5595,Colorado Avalanche,Nashville Predators,13,20,9,4,1,4
5596,Carolina Hurricanes,New York Rangers,10,14,2,4,1,4
5597,San Jose Sharks,Minnesota Wild,6,19,6,5,1,4
5598,Detroit Red Wings,Boston Bruins,27,7,4,2,1,4
5599,Winnipeg Jets,Vancouver Canucks,28,0,4,1,1,4
5600,Edmonton Oilers,New Jersey Devils,1,24,4,0,1,4
5601,Buffalo Sabres,Tampa Bay Lightning,17,16,2,3,1,4
5602,Pittsburgh Penguins,Chicago Blackhawks,18,21,2,2,1,4
5603,Colorado Avalanche,Columbus Blue Jackets,13,25,4,2,1,4
5604,Calgary Flames,St Louis Blues,12,3,2,3,1,4
5605,Toronto Maple Leafs,Philadelphia Flyers,5,22,2,2,1,4
5606,Washington Capitals,Vegas Golden Knights,2,30,5,2,1,4
5607,Ottawa Senators,Carolina Hurricanes,4,10,4,1,1,4
5608,Montreal Canadiens,Los Angeles Kings,9,26,3,2,1,4
5609,New York Islanders,Florida Panthers,23,15,2,1,1,4
5610,San Jose Sharks,Nashville Predators,6,20,1,1,1,4
5611,Tampa Bay Lightning,Buffalo Sabres,16,17,5,3,1,4
5612,Arizona Coyotes,Minnesota Wild,29,19,3,4,1,4
5613,Vancouver Canucks,New Jersey Devils,0,24,1,2,1,4
5614,Boston Bruins,Philadelphia Flyers,7,22,2,2,1,4
5615,Detroit Red Wings,Vegas Golden Knights,27,30,3,2,1,4
5616,Chicago Blackhawks,Toronto Maple Leafs,21,5,5,4,1,4
5617,Anaheim Ducks,Edmonton Oilers,11,1,2,6,1,4
5618,New York Rangers,Florida Panthers,14,15,5,5,1,4
5619,Winnipeg Jets,Dallas Stars,28,8,3,2,1,4
5620,Washington Capitals,Arizona Coyotes,2,29,3,3,1,4
5621,Carolina Hurricanes,Ottawa Senators,10,4,8,2,1,4
5622,Winnipeg Jets,Colorado Avalanche,28,13,0,4,1,4
5623,Montreal Canadiens,Columbus Blue Jackets,9,25,2,2,1,4
5624,St Louis Blues,Arizona Coyotes,3,29,2,2,1,4
5625,San Jose Sharks,Edmonton Oilers,6,1,6,3,1,4
5626,Boston Bruins,Florida Panthers,7,15,4,4,1,4
5627,New York Rangers,Pittsburgh Penguins,14,18,3,2,1,4
5628,Vancouver Canucks,Nashville Predators,0,20,5,3,1,4
5629,Anaheim Ducks,Detroit Red Wings,11,27,3,4,1,4
5630,Los Angeles Kings,Minnesota Wild,26,19,3,1,1,4
5631,Vegas Golden Knights,Chicago Blackhawks,30,21,3,5,1,4
5632,Philadelphia Flyers,Washington Capitals,22,2,1,1,1,4
5633,New York Islanders,Toronto Maple Leafs,23,5,5,4,1,4
5634,New Jersey Devils,Ottawa Senators,24,4,2,4,1,4
5635,Calgary Flames,Dallas Stars,12,8,1,3,1,4
5636,Edmonton Oilers,Colorado Avalanche,1,13,6,2,1,4
5637,Minnesota Wild,Arizona Coyotes,19,29,3,2,1,4
5638,Buffalo Sabres,Carolina Hurricanes,17,10,4,5,1,4
5639,Florida Panthers,Winnipeg Jets,15,28,3,4,1,4
5640,Tampa Bay Lightning,New York Rangers,16,14,9,3,1,4
5641,Los Angeles Kings,Detroit Red Wings,26,27,3,2,1,4
5642,Anaheim Ducks,San Jose Sharks,11,6,3,5,1,4
5643,Vancouver Canucks,Dallas Stars,0,8,2,4,1,4
5644,Columbus Blue Jackets,St Louis Blues,25,3,3,2,1,4
5645,Toronto Maple Leafs,Boston Bruins,5,7,2,4,1,4
5646,Washington Capitals,Montreal Canadiens,2,9,2,5,1,4
5647,Ottawa Senators,Philadelphia Flyers,4,22,2,1,1,4
5648,New Jersey Devils,Pittsburgh Penguins,24,18,2,1,1,4
5649,Vancouver Canucks,Colorado Avalanche,0,13,4,5,1,4
5650,Nashville Predators,Chicago Blackhawks,20,21,2,7,1,4
5651,Boston Bruins,Washington Capitals,7,2,2,2,1,4
5652,Montreal Canadiens,New Jersey Devils,9,24,3,4,1,4
5653,St Louis Blues,Anaheim Ducks,3,11,1,4,1,4
5654,Arizona Coyotes,Calgary Flames,29,12,3,0,1,4
5655,Los Angeles Kings,Vegas Golden Knights,26,30,4,3,1,4
5656,Minnesota Wild,Carolina Hurricanes,19,10,3,4,1,4
5657,Philadelphia Flyers,New York Islanders,22,23,3,3,1,4
5658,Tampa Bay Lightning,Winnipeg Jets,16,28,3,4,1,4
5659,Pittsburgh Penguins,Toronto Maple Leafs,18,5,6,1,1,4
5660,Florida Panthers,New York Rangers,15,14,4,3,1,4
5661,San Jose Sharks,Detroit Red Wings,6,27,3,3,1,4
5662,Buffalo Sabres,Ottawa Senators,17,4,4,2,1,4
5663,Edmonton Oilers,Dallas Stars,1,8,4,5,1,4
5664,Vegas Golden Knights,Calgary Flames,30,12,6,0,1,4
5665,Chicago Blackhawks,Buffalo Sabres,21,17,4,1,1,4
5666,Washington Capitals,Anaheim Ducks,2,11,5,2,1,4
5667,Arizona Coyotes,Los Angeles Kings,29,26,3,0,1,4
5668,Calgary Flames,Colorado Avalanche,12,13,2,3,1,4
5669,New Jersey Devils,Boston Bruins,24,7,1,5,1,4
5670,Columbus Blue Jackets,Montreal Canadiens,25,9,5,2,1,4
5671,Dallas Stars,Vancouver Canucks,8,0,6,1,1,4
5672,Florida Panthers,Philadelphia Flyers,15,22,5,2,1,4
5673,Chicago Blackhawks,Carolina Hurricanes,21,10,2,4,1,4
5674,Pittsburgh Penguins,New York Islanders,18,23,4,5,1,4
5675,Nashville Predators,Winnipeg Jets,20,28,1,2,1,4
5676,St Louis Blues,Tampa Bay Lightning,3,16,3,1,1,4
5677,Vegas Golden Knights,Toronto Maple Leafs,30,5,4,2,1,4
5678,San Jose Sharks,Edmonton Oilers,6,1,2,5,1,4
5679,Detroit Red Wings,Ottawa Senators,27,4,3,4,1,4
5680,Buffalo Sabres,Minnesota Wild,17,19,1,4,1,4
5681,New York Rangers,Washington Capitals,14,2,4,1,1,4
5682,Montreal Canadiens,Ottawa Senators,9,4,1,2,1,4
5683,Minnesota Wild,Colorado Avalanche,19,13,3,2,1,4
5684,Nashville Predators,Vancouver Canucks,20,0,3,6,1,4
5685,Florida Panthers,Anaheim Ducks,15,11,5,4,1,4
5686,St Louis Blues,Calgary Flames,3,12,5,0,1,4
5687,Carolina Hurricanes,Philadelphia Flyers,10,22,3,5,1,4
5688,Dallas Stars,Winnipeg Jets,8,28,5,3,1,4
5689,Chicago Blackhawks,Tampa Bay Lightning,21,16,2,4,1,4
5690,Arizona Coyotes,Toronto Maple Leafs,29,5,1,3,1,4
5691,Los Angeles Kings,Edmonton Oilers,26,1,5,1,1,4
5692,New York Islanders,Pittsburgh Penguins,23,18,4,3,1,4
5693,Columbus Blue Jackets,Detroit Red Wings,25,27,5,4,1,4
5694,Boston Bruins,Buffalo Sabres,7,17,3,2,1,4
5695,Vegas Golden Knights,San Jose Sharks,30,6,1,2,1,4
5696,Pittsburgh Penguins,New Jersey Devils,18,24,4,1,1,4
5697,Ottawa Senators,New York Rangers,4,14,4,1,1,4
5698,Dallas Stars,Chicago Blackhawks,8,21,1,1,1,4
